"Path","Bytes","Coverage","TodoOrStubMarkers","HistoricalRouteMarkers"
"Planning/05-PHASE-4-GROWTH/01-FIRST-100-USERS.md","15199","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/05-PHASE-4-GROWTH/02-COMMUNITY-PLAYBOOK.md","15936","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/05-PHASE-4-GROWTH/03-SEO-CONTENT-PLAN.md","13486","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/05-PHASE-4-GROWTH/04-COMPETITIVE-RESPONSE.md","22174","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/06-OPERATIONS/01-SUPPORT-OPERATIONS.md","20506","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/06-OPERATIONS/02-CRISIS-PLAYBOOK.md","19873","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/06-OPERATIONS/03-ANALYTICS-AND-METRICS.md","13488","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/06-OPERATIONS/04-PAYMENT-OPERATIONS.md","17875","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/06-OPERATIONS/GDPR-KIT.md","3368","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/06-OPERATIONS/canned-responses.md","3466","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/07-REFERENCE/01-MARKET-EVIDENCE.md","20463","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/07-REFERENCE/02-COMPETITOR-DOSSIER.md","22061","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/07-REFERENCE/03-RISK-REGISTER.md","24567","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/07-REFERENCE/04-UNKNOWNS-REGISTER.md","17581","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/07-REFERENCE/05-RESOURCE-STACK-AND-BUDGET.md","30783","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/07-REFERENCE/06-EDGE-PERSONAS.md","15382","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/07-REFERENCE/07-ROADMAP-AND-EXPANSION.md","16165","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/07-REFERENCE/08-SOURCE-DOCUMENT-INDEX.md","23954","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/01-ROLES-AND-OWNERS.md","19075","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/02-RECRUITMENT-KIT.md","19310","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/03-AI-SESSION-CONTINUITY.md","15627","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/EXTERNAL-OUTREACH-DRAFTS.md","2495","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/RECRUITMENT-OUTREACH-DRAFTS.md","2347","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/advisor-agreement-template.md","2629","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/audition-fixture.md","2353","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/audition-rubric.md","956","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/nda-template.md","1398","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/08-TEAM/recruitment-log-template.md","560","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/Adjustments.txt","8603","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/FOUNDER-ACTION-CHECKLIST.md","1668","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/MASTER-CHECKLIST.md","13351","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/MCPs Essential List.md","8738","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/README.md","7907","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/adjustments-applied.md","12926","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/kilo-upgrade.md","16004","Text pattern scan; deeper inspection only where cited in report","0","0"
"Planning/templates/README.md","541","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/DECISION-PRINCIPLES.md","7014","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/DECISIONS.md","73403","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/DEPLOYMENT.md","17236","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/MIGRATIONS.md","7829","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-02-external-ai-review-and-case-os.md","4666","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-04-premium-ui-ux-and-single-host.md","12541","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/2026-09-05-wave-b-complete.md","3577","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-07-wave-c-fix-prompt.md","63150","Text pattern scan; deeper inspection only where cited in report","2","1"
"docs/handoffs/2026-09-07-wave-c-fix.md","25295","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-08-meta-ai-uiux-register.md","45924","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/2026-09-09-copy-deck.md","23200","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-meta-ai-uiux-plain-guide.md","14995","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-uiux-polish-audit.md","17422","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-uiux-polish-fix-prompt.md","26503","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-uiux-polish-fix.md","38929","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-uiux-polish-prompt.md","48876","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-uiux-polish.md","18454","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-visual-audit.md","17235","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-visual-refresh-plain-guide.md","10899","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-visual-refresh-prompt.md","44614","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-09-visual-refresh-spec.md","58005","Text pattern scan; deeper inspection only where cited in report","2","0"
"docs/handoffs/2026-09-09-visual-refresh.md","29785","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-10-access-continuity-plain-guide.md","4491","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-10-access-continuity-prompt.md","37958","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-10-access-continuity.md","25797","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-11-founder-issues-diagnosis-and-plan.md","25830","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/2026-09-11-founder-issues-fix-prompt.md","30095","Text pattern scan; deeper inspection only where cited in report","2","0"
"docs/handoffs/2026-09-11-founder-issues-fix.md","8648","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-11-full-repo-audit-guidebook.md","40730","Text pattern scan; deeper inspection only where cited in report","2","0"
"docs/handoffs/2026-09-11-visual-direction-v2-mockup/Decode.dc.html","9050","Inventory only unless separately cited","",""
"docs/handoffs/2026-09-11-visual-direction-v2-mockup/Interview.dc.html","9721","Inventory only unless separately cited","",""
"docs/handoffs/2026-09-11-visual-direction-v2-mockup/Login.dc.html","10908","Inventory only unless separately cited","",""
"docs/handoffs/2026-09-11-visual-direction-v2-mockup/Main.dc.html","15201","Inventory only unless separately cited","",""
"docs/handoffs/2026-09-11-visual-direction-v2-mockup/Vault.dc.html","9843","Inventory only unless separately cited","",""
"docs/handoffs/2026-09-11-visual-direction-v2-mockup/appealdeck-visual-direction-v2.html","2538374","Inventory only unless separately cited","",""
"docs/handoffs/2026-09-11-visual-direction-v2-mockup/canvas.json","1587","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-11-visual-overhaul-v4-handoff.md","27503","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-11-visual-overhaul-v4-prompt.md","35123","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/2026-09-11-visual-overhaul-v4.md","24213","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-18-case-workspace-implementation.md","8591","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-18-faq-expectations-refinement.md","3669","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-18-integrity-fixes.md","8565","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-18-project-analysis.md","14625","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-18-supporting-surfaces-refinement.md","4644","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-18-workspace-visual-refinement.md","5186","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-case-os-v2-direction.md","25748","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-case-os-v2-feature-register.md","21440","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-case-os-v2-plain-guide.md","7484","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-case-os-v2-research.md","12224","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-case-os-v2-second-opinion-RESUME.md","11161","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-launch-readiness-review.md","12613","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/2026-09-19-second-opinion-salvage/salvage-research_agency-practice.md","75723","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-second-opinion-salvage/salvage-research_amazon-mechanics.md","73861","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-second-opinion-salvage/salvage-research_analog-ux-packaging.md","70533","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-second-opinion-salvage/salvage-research_growth-wom-trust.md","103316","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-19-second-opinion-salvage/salvage-research_local-ocr-tech.md","79657","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/2026-09-19-second-opinion-salvage/salvage-research_seller-voice.md","98049","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-21-agency-outreach-and-seller-script.md","7550","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-21-commercial-review.md","13713","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-21-four-phase-research-plan.md","9871","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-21-phase-1-evidence-review.md","17330","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-21-phase-2-seller-value.md","20089","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-21-phase-3-journey-and-capabilities.md","22542","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/2026-09-21-phase-4-build-and-validation-plan.md","17286","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-22-case-os-v2-build.md","35223","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/2026-09-22-case-os-v2-ratified-direction.md","13121","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-22-legal-boundaries-research.md","17177","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/2026-09-22-planned-vs-built-gap-audit.md","36908","Text pattern scan; deeper inspection only where cited in report","2","0"
"docs/handoffs/2026-09-23-gap-classification.md","39005","Text pattern scan; deeper inspection only where cited in report","1","0"
"docs/handoffs/SESSION-START-PROMPT.md","12735","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/assets/2026-09-09-brand-sheet.png","180481","Inventory only unless separately cited","",""
"docs/handoffs/assets/2026-09-09-mark-options-v2.png","516996","Inventory only unless separately cited","",""
"docs/handoffs/assets/2026-09-09-mark-options.png","293525","Inventory only unless separately cited","",""
"docs/handoffs/assets/brand-gen.js","23297","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/assets/mark-options-v2.js","9635","Text pattern scan; deeper inspection only where cited in report","0","0"
"docs/handoffs/screenshots/2026-09-07/billing-1280-dark.png","42279","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/billing-1280-light.png","40259","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/billing-375-dark.png","32589","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/billing-375-light.png","49791","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/billing-768-dark.png","62780","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/billing-768-light.png","38166","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/case-1280-dark.png","101601","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/case-1280-light.png","100638","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/case-375-dark.png","89377","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/case-375-light.png","75615","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/case-768-dark.png","74261","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/case-768-light.png","96716","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/compose-1280-dark.png","73940","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/compose-1280-light.png","72691","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/compose-375-light.png","64904","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/compose-768-dark.png","72970","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/dashboard-1280-dark.png","68596","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/dashboard-1280-light.png","67536","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/dashboard-375-dark.png","59721","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/dashboard-375-light.png","59264","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/dashboard-768-dark.png","66249","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/dashboard-768-light.png","65076","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/decode-1280-dark.png","136424","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/decode-1280-light.png","131250","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/decode-375-dark.png","88019","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/decode-375-light.png","86121","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/decode-768-dark.png","124031","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/decode-768-light.png","120756","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/faq-1280-dark.png","379340","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/faq-1280-light.png","377476","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/faq-375-dark.png","332449","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/faq-375-light.png","329393","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/faq-768-dark.png","366465","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/faq-768-light.png","364877","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/home-1280-dark.png","361086","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/home-1280-light.png","356767","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/home-375-dark.png","338638","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/home-375-light.png","334852","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/home-768-dark.png","346176","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/home-768-light.png","342497","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/login-1280-dark.png","43978","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/login-1280-light.png","44984","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/login-375-dark.png","34416","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/login-375-light.png","35197","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/login-768-dark.png","42855","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/login-768-light.png","43643","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/pricing-1280-dark.png","369035","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/pricing-1280-light.png","365254","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/pricing-375-dark.png","351738","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/pricing-375-light.png","348927","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/pricing-768-dark.png","364410","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/pricing-768-light.png","362274","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/signup-1280-dark.png","46156","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/signup-1280-light.png","47162","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/signup-375-dark.png","36961","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/signup-375-light.png","37425","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/signup-768-dark.png","45355","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/signup-768-light.png","45983","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/vault-1280-dark.png","71825","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/vault-1280-light.png","70760","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/vault-375-dark.png","60587","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/vault-375-light.png","55352","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/vault-768-dark.png","67278","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-07/vault-768-light.png","66109","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/decode-1280-dark.png","136424","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/decode-1280-light.png","131250","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/decode-375-dark.png","88019","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/decode-375-light.png","86121","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/decode-768-dark.png","124031","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/decode-768-light.png","120756","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/dev_ui-1280-dark.png","567009","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/dev_ui-1280-light.png","554115","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/dev_ui-375-dark.png","540487","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/dev_ui-375-light.png","525290","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/dev_ui-768-dark.png","554505","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/dev_ui-768-light.png","540428","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/faq-1280-dark.png","379340","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/faq-1280-light.png","377476","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/faq-375-dark.png","332449","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/faq-375-light.png","329404","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/faq-768-dark.png","366465","Inventory only unless separately cited","",""
"docs/handoffs/screenshots/2026-09-10-visual/faq-768-light.png","364877","Inventory only unless separately cited","",""
